"9011449","Fleming Island","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011450","Branford","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011451","Bryceville","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011452","Callahan","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011453","Day","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011454","Lake City","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011455","Lake City","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011456","Elkton","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011457","Fernandina Beach","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011459","Fort White","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011460","Glen Saint Mary","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011461","Green Cove Springs","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011462","Hampton","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011463","Hilliard","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011464","Jasper","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011465","Jennings","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011466","Lake Butler","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011467","Lake City","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011468","Lawtey","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011469","Lee","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011470","Live Oak","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9054521","Lulu","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011471","Mc Alpin","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011472","Macclenny","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011473","Live Oak","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011474","Orange Park","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011476","Middleburg","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011477","O Brien","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011478","Olustee","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011479","Orange Park","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011480","Saint Augustine","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011481","Ponte Vedra","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011482","Ponte Vedra Beach","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011483","Raiford","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011484","Saint Augustine","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011485","Saint Augustine","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011486","Sanderson","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011487","Starke","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011488","Saint Augustine","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011489","Wellborn","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011490","Saint Augustine","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011491","White Springs","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011492","Yulee","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9054505","Jacksonville","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011493","Astor","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011494","Bunnell","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
"9011495","Crescent City","US","Jacksonville","Jacksonville","Northern Florida","(610) 288-0965","Middleburg,Gainesville,Tallahassee,Palm Coast,Saint Johns"
