"21","education","www.pdx.edu/education","education","","2"
"22","disabilityresourcecenter","www.pdx.edu/disability-resource-center","disability-resource-center","","2"
"23","humanresources","www.pdx.edu/human-resources","human-resources","","2"
"24","arts","www.pdx.edu/arts","arts","","2"
"25","learningcenter","www.pdx.edu/learning-center","learning-center","","2"
"26","hatfieldschool","www.pdx.edu/hatfield-school","hatfield-school","","2"
"27","sexualassault","www.pdx.edu/sexual-assault","sexual-assault","","2"
"28","research","www.pdx.edu/research","research","","3"
"29","accessibility","www.pdx.edu/accessibility","accessibility","","3"
"30","communication","www.pdx.edu/communication","communication","","3"
