"9030927","Los Angeles","US","Los Angeles - Western","lawest_area","lawest_region","143.143.1433","Commerce,Huntington Park,Los Angeles,Santa Monica"
"9030928","Los Angeles","US","Carson - Western","carwest_area","carwest_region","169.169.1699","Carson,Santa Fe Springs,Torrance,Santa Monica,Malibu,Redondo Beach,Long Beach,Seal Beach,Palos Verdes,Rancho Palos Verdes,Rolling Hills,Hermosa Beach,San Pedro"
"9030929","Los Angeles","US","Los Angeles - Western","lawest_area","lawest_region","143.143.1433","Commerce,Huntington Park,Los Angeles,Santa Monica"
"9030930","Los Angeles","US","Los Angeles - Western","lawest_area","lawest_region","143.143.1433","Commerce,Huntington Park,Los Angeles,Santa Monica"
"9030931","Los Angeles","US","Los Angeles - Western","lawest_area","lawest_region","143.143.1433","Commerce,Huntington Park,Los Angeles,Santa Monica"
"9030932","Los Angeles","US","Los Angeles - Western","lawest_area","lawest_region","143.143.1433","Commerce,Huntington Park,Los Angeles,Santa Monica"
"9030933","Los Angeles","US","Los Angeles - Western","lawest_area","lawest_region","143.143.1433","Commerce,Huntington Park,Los Angeles,Santa Monica"
"9030934","Los Angeles","US","Los Angeles - Western","lawest_area","lawest_region","143.143.1433","Commerce,Huntington Park,Los Angeles,Santa Monica"
"9030935","Los Angeles","US","Los Angeles - Western","lawest_area","lawest_region","143.143.1433","Commerce,Huntington Park,Los Angeles,Santa Monica"
"9030936","Los Angeles","US","Los Angeles - Western","lawest_area","lawest_region","143.143.1433","Commerce,Huntington Park,Los Angeles,Santa Monica"
"9030937","Los Angeles","US","Los Angeles - Western","lawest_area","lawest_region","143.143.1433","Commerce,Huntington Park,Los Angeles,Santa Monica"
"9030938","Los Angeles","US","Los Angeles - Western","lawest_area","lawest_region","143.143.1433","Commerce,Huntington Park,Los Angeles,Santa Monica"
"9030939","Los Angeles","US","Los Angeles - Western","lawest_area","lawest_region","143.143.1433","Commerce,Huntington Park,Los Angeles,Santa Monica"
"9030940","Los Angeles","US","Los Angeles - Western","lawest_area","lawest_region","143.143.1433","Commerce,Huntington Park,Los Angeles,Santa Monica"
