"51","emsait","www.pdx.edu/student-affairs-technology","student-affairs-technology","","3"
"52","chemistry","www.pdx.edu/chemistry","chemistry","","3"
"53","film","www.pdx.edu/film","film","","3"
"54","environmentalscience","www.pdx.edu/environmental-science","environmental-science","","3"
"55","artdesign","www.pdx.edu/art-design","art-design","","3"
"56","asianstudies","www.pdx.edu/asian-studies","asian-studies","","3"
"57","biology","www.pdx.edu/biology","biology","","3"
"58","appliedlinguistics","www.pdx.edu/applied-linguistics","applied-linguistics","","3"
"59","architecture","www.pdx.edu/architecture","architecture","","3"
"60","geographyeducation","www.pdx.edu/geography-education","geography-education","","3"
