"9003705","Belvidere","US","Flemington Pest","ehrflem_area","ehrflem_region","322.322.3222","Princeton,Hillsborough,Bridgewater,Lawrence Township,Flemington,Hackettstown,Basking Ridge,Somerville,Budd Lake,Washington"
"9003709","Budd Lake","US","Flemington Pest","ehrflem_area","ehrflem_region","322.322.3222","Princeton,Hillsborough,Bridgewater,Lawrence Township,Flemington,Hackettstown,Basking Ridge,Somerville,Budd Lake,Washington"
"9003710","Califon","US","Flemington Pest","ehrflem_area","ehrflem_region","322.322.3222","Princeton,Hillsborough,Bridgewater,Lawrence Township,Flemington,Hackettstown,Basking Ridge,Somerville,Budd Lake,Washington"
"9003713","Flanders","US","Flemington Pest","ehrflem_area","ehrflem_region","322.322.3222","Princeton,Hillsborough,Bridgewater,Lawrence Township,Flemington,Hackettstown,Basking Ridge,Somerville,Budd Lake,Washington"
"9003714","Great Meadows","US","Flemington Pest","ehrflem_area","ehrflem_region","322.322.3222","Princeton,Hillsborough,Bridgewater,Lawrence Township,Flemington,Hackettstown,Basking Ridge,Somerville,Budd Lake,Washington"
"9003715","Hackettstown","US","Flemington Pest","ehrflem_area","ehrflem_region","322.322.3222","Princeton,Hillsborough,Bridgewater,Lawrence Township,Flemington,Hackettstown,Basking Ridge,Somerville,Budd Lake,Washington"
"9003726","Long Valley","US","Flemington Pest","ehrflem_area","ehrflem_region","322.322.3222","Princeton,Hillsborough,Bridgewater,Lawrence Township,Flemington,Hackettstown,Basking Ridge,Somerville,Budd Lake,Washington"
"9003730","Oxford","US","Flemington Pest","ehrflem_area","ehrflem_region","322.322.3222","Princeton,Hillsborough,Bridgewater,Lawrence Township,Flemington,Hackettstown,Basking Ridge,Somerville,Budd Lake,Washington"
"9003731","Port Murray","US","Flemington Pest","ehrflem_area","ehrflem_region","322.322.3222","Princeton,Hillsborough,Bridgewater,Lawrence Township,Flemington,Hackettstown,Basking Ridge,Somerville,Budd Lake,Washington"
"9054652","Vienna","US","Flemington Pest","ehrflem_area","ehrflem_region","322.322.3222","Princeton,Hillsborough,Bridgewater,Lawrence Township,Flemington,Hackettstown,Basking Ridge,Somerville,Budd Lake,Washington"
