"81","english","www.pdx.edu/english","english","","3"
"82","genderracenations","www.pdx.edu/gender-race-nations","gender-race-nations","","3"
"83","blackstudies","www.pdx.edu/black-studies","black-studies","","3"
"84","civilenvironmentalengineering","www.pdx.edu/civil-environmental-engineering","civil-environmental-engineering","","3"
"85","geography","www.pdx.edu/geography","geography","","3"
"86","globalstudies","www.pdx.edu/global-studies","global-studies","","3"
"87","facilities","www.pdx.edu/facilities","facilities","","3"
"88","geology","www.pdx.edu/geology","geology","","3"
"89","systemsscience","www.pdx.edu/systems-science","systems-science","","3"
"90","electricalcomputerengineering","www.pdx.edu/electrical-computer-engineering","electrical-computer-engineering","","3"
