"116","bikehub","www.pdx.edu/bikehub","bikehub","","4"
"117","reserveofficerstrainingcorp","www.pdx.edu/reserve-officers-training-corps","reserve-officers-training-corps","","4"
"118","studentlife","www.pdx.edu/student-life","student-life","","5"
"119","syndication","ondeck.pdx.edu/syndication","syndication","","5"
"120","facultyexperts","www.pdx.edu/faculty-experts","faculty-experts","","5"
"121","commencement","www.pdx.edu/commencement","commencement","","5"
"122","conflictresolution","www.pdx.edu/conflict-resolution","conflict-resolution","","5"
"123","coop","www.pdx.edu/co-op","co-op","","5"
"124","educationabroad","www.pdx.edu/education-abroad","education-abroad","","5"
"125","extremeenvironments","www.pdx.edu/extreme-environments","extreme-environments","","5"
"126","geographictechnology","ondeck.pdx.edu/geographic-technology","geographic-technology","","5"
"127","homelessness","www.pdx.edu/homelessness","homelessness","","5"
"128","internationalstudents","www.pdx.edu/international-students","international-students","","5"
"129","iroquoisdemocracy","www.pdx.edu/iroquois-democracy","iroquois-democracy","","5"
"130","jiaolab","www.pdx.edu/jiao-lab","jiao-lab","","5"
"131","senioradultlearningcenter","www.pdx.edu/senior-adult-learning-center","senior-adult-learning-center","","5"
"132","socialdeterminantshealth","www.pdx.edu/social-determinants-health","social-determinants-health","","5"
"133","regionalresearchinstitute","www.pdx.edu/regional-research-institute","regional-research-institute","","5"
"134","racialinterventionstoryexch","www.pdx.edu/racial-intervention-story-exchange","racial-intervention-story-exchange","","5"
"135","studentaccesscenter","www.pdx.edu/basic-needs-hub","basic-needs-hub","","5"
"136","materialsmanagement","www.pdx.edu/materials-management","materials-management","","5"
"137","neurolinguistics","ondeck.pdx.edu/neurolinguistics","neurolinguistics","","5"
"138","partnerships","www.pdx.edu/university-relations","university-relations","","5"
