"1014942","Alachua","US","(not set)","Florida ","The Southeast","(714) 507-7025","Jacksonville,Tampa,Ft. Lauderdale,Miami,Ft. Meyers"
"1014943","Altamonte Springs","US","(not set)","Florida ","The Southeast","(714) 507-7025","Jacksonville,Tampa,Ft. Lauderdale,Miami,Ft. Meyers"
"1014944","Altha","US","(not set)","Florida ","The Southeast","(714) 507-7025","Jacksonville,Tampa,Ft. Lauderdale,Miami,Ft. Meyers"
"1014945","Anna Maria","US","(not set)","Florida ","The Southeast","(714) 507-7025","Jacksonville,Tampa,Ft. Lauderdale,Miami,Ft. Meyers"
"1014946","Anthony","US","(not set)","Florida ","The Southeast","(714) 507-7025","Jacksonville,Tampa,Ft. Lauderdale,Miami,Ft. Meyers"
"1014947","Apalachicola","US","(not set)","Florida ","The Southeast","(714) 507-7025","Jacksonville,Tampa,Ft. Lauderdale,Miami,Ft. Meyers"
"1014948","Apopka","US","(not set)","Florida ","The Southeast","(714) 507-7025","Jacksonville,Tampa,Ft. Lauderdale,Miami,Ft. Meyers"
"1014950","Atlantic Beach","US","(not set)","Florida ","The Southeast","(714) 507-7025","Jacksonville,Tampa,Ft. Lauderdale,Miami,Ft. Meyers"
"1014951","Auburndale","US","(not set)","Florida ","The Southeast","(714) 507-7025","Jacksonville,Tampa,Ft. Lauderdale,Miami,Ft. Meyers"
"1014953","Bartow","US","(not set)","Florida ","The Southeast","(714) 507-7025","Jacksonville,Tampa,Ft. Lauderdale,Miami,Ft. Meyers"
"1014954","Belle Glade","US","(not set)","Florida ","The Southeast","(714) 507-7025","Jacksonville,Tampa,Ft. Lauderdale,Miami,Ft. Meyers"
"1014955","Belleview","US","(not set)","Florida ","The Southeast","(714) 507-7025","Jacksonville,Tampa,Ft. Lauderdale,Miami,Ft. Meyers"
"1014956","Big Pine Key","US","(not set)","Florida ","The Southeast","(714) 507-7025","Jacksonville,Tampa,Ft. Lauderdale,Miami,Ft. Meyers"
"1014957","Blountstown","US","(not set)","Florida ","The Southeast","(714) 507-7025","Jacksonville,Tampa,Ft. Lauderdale,Miami,Ft. Meyers"
"1014958","Boca Grande","US","(not set)","Florida ","The Southeast","(714) 507-7025","Jacksonville,Tampa,Ft. Lauderdale,Miami,Ft. Meyers"
"1014960","Bonifay","US","(not set)","Florida ","The Southeast","(714) 507-7025","Jacksonville,Tampa,Ft. Lauderdale,Miami,Ft. Meyers"
"1014964","Brandon","US","(not set)","Florida ","The Southeast","(714) 507-7025","Jacksonville,Tampa,Ft. Lauderdale,Miami,Ft. Meyers"
"1014965","Branford","US","(not set)","Florida ","The Southeast","(714) 507-7025","Jacksonville,Tampa,Ft. Lauderdale,Miami,Ft. Meyers"
"1014966","Brevard County","US","(not set)","Florida ","The Southeast","(714) 507-7025","Jacksonville,Tampa,Ft. Lauderdale,Miami,Ft. Meyers"
