"9009890","Alexis","US","Lake Norman Pest","Lake Norman","North Carolina","(610) 288-0965","Huntersville,Hickory,Satesville,Lincolntown,Mooresville,Cornelius"
"9009892","Belmont","US","Charlotte Pest","Charlotte","North Carolina","(610) 288-0965","Concord,Campbell,Matthews,Gastonia,Varnville"
"9009893","Bessemer City","US","Charlotte Pest","Charlotte","North Carolina","(610) 288-0965","Concord,Campbell,Matthews,Gastonia,Varnville"
"9054343","Cliffside","US","Charlotte Pest","Charlotte","North Carolina","(610) 288-0965","Concord,Campbell,Matthews,Gastonia,Varnville"
"9009900","Concord","US","Charlotte Pest","Charlotte","North Carolina","(610) 288-0965","Concord,Campbell,Matthews,Gastonia,Varnville"
"9009901","Cornelius","US","Lake Norman Pest","Lake Norman","North Carolina","(610) 288-0965","Huntersville,Hickory,Satesville,Lincolntown,Mooresville,Cornelius"
"9009902","Cramerton","US","Charlotte Pest","Charlotte","North Carolina","(610) 288-0965","Concord,Campbell,Matthews,Gastonia,Varnville"
"9009903","Crouse","US","Lake Norman Pest","Lake Norman","North Carolina","(610) 288-0965","Huntersville,Hickory,Satesville,Lincolntown,Mooresville,Cornelius"
"9009904","Dallas","US","Charlotte Pest","Charlotte","North Carolina","(610) 288-0965","Concord,Campbell,Matthews,Gastonia,Varnville"
"9009905","Davidson","US","Lake Norman Pest","Lake Norman","North Carolina","(610) 288-0965","Huntersville,Hickory,Satesville,Lincolntown,Mooresville,Cornelius"
"9009906","Denver","US","Lake Norman Pest","Lake Norman","North Carolina","(610) 288-0965","Huntersville,Hickory,Satesville,Lincolntown,Mooresville,Cornelius"
"9009909","Gastonia","US","Charlotte Pest","Charlotte","North Carolina","(610) 288-0965","Concord,Campbell,Matthews,Gastonia,Varnville"
"9009910","Gastonia","US","Charlotte Pest","Charlotte","North Carolina","(610) 288-0965","Concord,Campbell,Matthews,Gastonia,Varnville"
"9009911","Gastonia","US","Charlotte Pest","Charlotte","North Carolina","(610) 288-0965","Concord,Campbell,Matthews,Gastonia,Varnville"
"9009916","Harrisburg","US","Charlotte Pest","Charlotte","North Carolina","(610) 288-0965","Concord,Campbell,Matthews,Gastonia,Varnville"
"9009918","High Shoals","US","Lake Norman Pest","Lake Norman","North Carolina","(610) 288-0965","Huntersville,Hickory,Satesville,Lincolntown,Mooresville,Cornelius"
"9009919","Huntersville","US","Lake Norman Pest","Lake Norman","North Carolina","(610) 288-0965","Huntersville,Hickory,Satesville,Lincolntown,Mooresville,Cornelius"
"9009921","Iron Station","US","Lake Norman Pest","Lake Norman","North Carolina","(610) 288-0965","Huntersville,Hickory,Satesville,Lincolntown,Mooresville,Cornelius"
"9009928","Lincolnton","US","Lake Norman Pest","Lake Norman","North Carolina","(610) 288-0965","Huntersville,Hickory,Satesville,Lincolntown,Mooresville,Cornelius"
"9009933","Matthews","US","Charlotte Pest","Charlotte","North Carolina","(610) 288-0965","Concord,Campbell,Matthews,Gastonia,Varnville"
"9009934","Matthews","US","Charlotte Pest","Charlotte","North Carolina","(610) 288-0965","Concord,Campbell,Matthews,Gastonia,Varnville"
"9009939","Mooresville","US","Lake Norman Pest","Lake Norman","North Carolina","(610) 288-0965","Huntersville,Hickory,Satesville,Lincolntown,Mooresville,Cornelius"
"9009940","Mooresville","US","Lake Norman Pest","Lake Norman","North Carolina","(610) 288-0965","Huntersville,Hickory,Satesville,Lincolntown,Mooresville,Cornelius"
"9009944","Mount Ulla","US","Lake Norman Pest","Lake Norman","North Carolina","(610) 288-0965","Huntersville,Hickory,Satesville,Lincolntown,Mooresville,Cornelius"
"9009945","New London","US","Charlotte Pest","Charlotte","North Carolina","(610) 288-0965","Concord,Campbell,Matthews,Gastonia,Varnville"
