"71","criminologycriminaljustice","www.pdx.edu/criminology-criminal-justice","criminology-criminal-justice","","3"
"72","middleeaststudies","www.pdx.edu/middle-east-studies","middle-east-studies","","3"
"73","sciencetechnologyengineering","www.pdx.edu/science-technology-engineering-math","science-technology-engineering-math","","3"
"74","writingcenter","www.pdx.edu/writing-center","writing-center","","3"
"75","prehealth","www.pdx.edu/pre-health","pre-health","","3"
"76","womengendersexualitystudies","www.pdx.edu/women-gender-sexuality-studies","women-gender-sexuality-studies","","3"
"77","comicsstudies","www.pdx.edu/comics-studies","comics-studies","","3"
"78","studentswithchildren","www.pdx.edu/students-with-children","students-with-children","","3"
"79","chicanolatinostudies","www.pdx.edu/chicanx-latinx-studies","chicanx-latinx-studies","","3"
"80","childlanguagelearningcenter","ondeck.pdx.edu/child-language-learning-center","child-language-learning-center","","3"
