"31","computerscience","www.pdx.edu/computer-science","computer-science","","3"
"32","deanstudentlife","www.pdx.edu/dean-student-life","dean-student-life","","3"
"33","economics","www.pdx.edu/economics","economics","","3"
"34","englishlanguageprogram","ondeck.pdx.edu/english-language-programs-0","english-language-programs-0","","3"
"35","history","www.pdx.edu/history","history","","3"
"36","universitystudies","www.pdx.edu/university-studies","university-studies","","3"
"37","urbanstudiesplanning","www.pdx.edu/urban-studies-planning","urban-studies-planning","","3"
"38","judaicstudies","www.pdx.edu/judaic-studies","judaic-studies","","3"
"39","math","www.pdx.edu/math","math","","3"
"40","philosophy","www.pdx.edu/philosophy","philosophy","","3"
